OBJECTID,STATE_NAME,ZONE_CODE,COUNT,AREA,Population,Year,Scenario,Pop_Type
125,Massachusetts,21,32906,2.285138888706077,121047.455891813660000,2030,ssp1,rural
126,Michigan,22,243839,16.933263887534224,1706092.171871678400000,2030,ssp1,rural
127,Minnesota,23,360809,25.056180553551055,1265841.630721463800000,2030,ssp1,rural
128,Mississippi,24,170685,11.853124999051747,1322347.145630800400000,2030,ssp1,rural
129,Missouri,25,267867,18.601874998511846,1555928.225573022200000,2030,ssp1,rural
130,Montana,26,647405,44.958680551958849,450255.431982030040000,2030,ssp1,rural
131,Nebraska,27,311244,21.614166664937528,545789.902090555520000,2030,ssp1,rural
132,Nevada,28,429680,29.838888886501771,271452.257165929880000,2030,ssp1,rural
133,New_Hampshire,29,38438,2.669305555342010,279898.211241741080000,2030,ssp1,rural
134,New_Jersey,30,29776,2.067777777612355,70839.390990751388000,2030,ssp1,rural
135,New_Mexico,31,444872,30.893888886417368,547123.823675612450000,2030,ssp1,rural
136,New_York,32,198329,13.772847221120390,1617365.334663962200000,2030,ssp1,rural
137,North_Carolina,33,182524,12.675277776763751,1620952.107130369200000,2030,ssp1,rural
138,North_Dakota,34,312792,21.721666664928929,266517.840133426010000,2030,ssp1,rural
139,Ohio,35,162922,11.314027776872653,1549684.088008053400000,2030,ssp1,rural
140,Oklahoma,36,258456,17.948333331897462,1181944.718973650600000,2030,ssp1,rural
141,Oregon,37,404343,28.079374997753643,695611.698153064350000,2030,ssp1,rural
142,Pennsylvania,38,180295,12.520486110109468,1419967.260355498600000,2030,ssp1,rural
143,Puerto_Rico,39,10979,0.762430555494561,3996.127785462886100,2030,ssp1,rural
144,Rhode_Island,40,4368,0.303333333309067,14929.807947723079000,2030,ssp1,rural
145,South_Carolina,41,111907,7.771319443822737,978185.833709756030000,2030,ssp1,rural
146,South_Dakota,42,323617,22.473402775979899,404433.916268074710000,2030,ssp1,rural
147,Tennessee,43,156528,10.869999999130398,1399541.055982398800000,2030,ssp1,rural
148,Texas,44,935887,64.992152772578393,3209277.807540870300000,2030,ssp1,rural
149,Utah,45,323156,22.441388887093574,330535.568571649490000,2030,ssp1,rural
150,Vermont,46,39563,2.747430555335761,352746.167412770850000,2030,ssp1,rural
151,Virginia,47,152101,10.562569443599436,1462239.006011551700000,2030,ssp1,rural
152,Washington,48,299504,20.798888887224972,757407.301418215620000,2030,ssp1,rural
153,West_Virginia,49,93591,6.499374999480049,814578.697146960530000,2030,ssp1,rural
154,Wisconsin,50,235836,16.377499998689796,1499159.738649541000000,2030,ssp1,rural
155,Wyoming,51,402060,27.920833331099658,187952.676109408440000,2030,ssp1,rural
156,Alaska,52,3955614,274.695416644690970,142167.093475680040000,2030,ssp1,rural
157,Alabama,1,185181,12.859791665637880,1279466.439072741000000,2040,ssp1,rural
158,Arizona,2,415878,28.880416664356225,690757.234519921710000,2040,ssp1,rural
159,Arkansas,3,195457,13.573402776691902,1051468.286678506800000,2040,ssp1,rural
160,California,4,595963,41.386319441133530,1450957.731832503800000,2040,ssp1,rural
161,Colorado,5,403652,28.031388886646372,655230.042816140690000,2040,ssp1,rural
162,Connecticut,6,19993,1.388402777666705,38670.778022876591000,2040,ssp1,rural
163,Delaware,7,7681,0.533402777735105,17493.369555733745000,2040,ssp1,rural
164,DC,8,239,0.016597222220894,0.000000000000000,2040,ssp1,rural
165,Florida,9,191589,13.304791665602281,962406.551529503660000,2040,ssp1,rural
166,Georgia,10,210680,14.630555554385108,1421461.273306323900000,2040,ssp1,rural
167,Hawaii,11,20752,1.441111110995822,107234.948376590180000,2040,ssp1,rural
168,Idaho,12,350686,24.353194442496182,422964.894969950660000,2040,ssp1,rural
169,Illinois,13,221664,15.393333332101863,1392311.127988318000000,2040,ssp1,rural
170,Indiana,14,142134,9.870416665877031,1224978.010864167700000,2040,ssp1,rural
171,Iowa,15,228140,15.843055554288107,1134863.260629075300000,2040,ssp1,rural
172,Kansas,16,316313,21.966180553798257,776226.520323801200000,2040,ssp1,rural
173,Kentucky,17,153424,10.654444443592086,1344092.033967159900000,2040,ssp1,rural
174,Louisiana,18,160534,11.148194443552587,936288.594665282060000,2040,ssp1,rural
175,Maine,19,138106,9.590694443677187,464853.540729475850000,2040,ssp1,rural
176,Maryland,20,38466,2.671249999786300,186599.041177630720000,2040,ssp1,rural
177,Massachusetts,21,32906,2.285138888706077,100421.302199915240000,2040,ssp1,rural
178,Michigan,22,243839,16.933263887534224,1373699.185818646300000,2040,ssp1,rural
179,Minnesota,23,360809,25.056180553551055,1236418.721369050700000,2040,ssp1,rural
180,Mississippi,24,170685,11.853124999051747,1268912.795137396500000,2040,ssp1,rural
181,Missouri,25,267867,18.601874998511846,1495534.710754924500000,2040,ssp1,rural
182,Montana,26,647405,44.958680551958849,438550.306885311260000,2040,ssp1,rural
183,Nebraska,27,311244,21.614166664937528,534292.839202097040000,2040,ssp1,rural
184,Nevada,28,429680,29.838888886501771,259799.685862806190000,2040,ssp1,rural
185,New_Hampshire,29,38438,2.669305555342010,220758.201331817540000,2040,ssp1,rural
186,New_Jersey,30,29776,2.067777777612355,44108.293447045558000,2040,ssp1,rural
187,New_Mexico,31,444872,30.893888886417368,531823.509941163710000,2040,ssp1,rural
188,New_York,32,198329,13.772847221120390,1369101.425762795400000,2040,ssp1,rural
189,North_Carolina,33,182524,12.675277776763751,1204769.695558016200000,2040,ssp1,rural
190,North_Dakota,34,312792,21.721666664928929,261258.184701812950000,2040,ssp1,rural
191,Ohio,35,162922,11.314027776872653,1251633.741880071800000,2040,ssp1,rural
192,Oklahoma,36,258456,17.948333331897462,1112832.411918726500000,2040,ssp1,rural
193,Oregon,37,404343,28.079374997753643,651642.810633218380000,2040,ssp1,rural
194,Pennsylvania,38,180295,12.520486110109468,1137084.913818158400000,2040,ssp1,rural
195,Puerto_Rico,39,10979,0.762430555494561,2690.329950136598200,2040,ssp1,rural
196,Rhode_Island,40,4368,0.303333333309067,7483.250742923934000,2040,ssp1,rural
197,South_Carolina,41,111907,7.771319443822737,785604.724566885850000,2040,ssp1,rural
198,South_Dakota,42,323617,22.473402775979899,400775.789395696250000,2040,ssp1,rural
199,Tennessee,43,156528,10.869999999130398,1215715.200116763400000,2040,ssp1,rural
200,Texas,44,935887,64.992152772578393,2995357.364318568700000,2040,ssp1,rural
201,Utah,45,323156,22.441388887093574,321620.022890997060000,2040,ssp1,rural
202,Vermont,46,39563,2.747430555335761,316780.316229788470000,2040,ssp1,rural
203,Virginia,47,152101,10.562569443599436,1254894.133166274300000,2040,ssp1,rural
204,Washington,48,299504,20.798888887224972,692998.796996674730000,2040,ssp1,rural
205,West_Virginia,49,93591,6.499374999480049,718942.577318632280000,2040,ssp1,rural
206,Wisconsin,50,235836,16.377499998689796,1396056.177835421200000,2040,ssp1,rural
207,Wyoming,51,402060,27.920833331099658,182778.796097274900000,2040,ssp1,rural
208,Alaska,52,3955614,274.695416644690970,133993.852224481120000,2040,ssp1,rural
209,Alabama,1,185181,12.859791665637880,1077327.413257124400000,2050,ssp1,rural
210,Arizona,2,415878,28.880416664356225,657267.287044041790000,2050,ssp1,rural
211,Arkansas,3,195457,13.573402776691902,976963.911125140260000,2050,ssp1,rural
212,California,4,595963,41.386319441133530,1327345.183823936400000,2050,ssp1,rural
213,Colorado,5,403652,28.031388886646372,618060.222710076720000,2050,ssp1,rural
214,Connecticut,6,19993,1.388402777666705,29876.882866513566000,2050,ssp1,rural
215,Delaware,7,7681,0.533402777735105,9243.693493614868200,2050,ssp1,rural
216,DC,8,239,0.016597222220894,0.000000000000000,2050,ssp1,rural
217,Florida,9,191589,13.304791665602281,798217.805574508970000,2050,ssp1,rural
218,Georgia,10,210680,14.630555554385108,1183410.005103667300000,2050,ssp1,rural
219,Hawaii,11,20752,1.441111110995822,96291.217289877270000,2050,ssp1,rural
220,Idaho,12,350686,24.353194442496182,401672.834676766940000,2050,ssp1,rural
221,Illinois,13,221664,15.393333332101863,1289958.686085156200000,2050,ssp1,rural
222,Indiana,14,142134,9.870416665877031,971938.097564158030000,2050,ssp1,rural
223,Iowa,15,228140,15.843055554288107,1091906.670439208900000,2050,ssp1,rural
224,Kansas,16,316313,21.966180553798257,735734.775051847920000,2050,ssp1,rural
225,Kentucky,17,153424,10.654444443592086,1160963.118339963700000,2050,ssp1,rural
226,Louisiana,18,160534,11.148194443552587,820282.929835071790000,2050,ssp1,rural
227,Maine,19,138106,9.590694443677187,397801.142502994220000,2050,ssp1,rural
228,Maryland,20,38466,2.671249999786300,133796.785665688630000,2050,ssp1,rural
229,Massachusetts,21,32906,2.285138888706077,85378.566945758779000,2050,ssp1,rural
230,Michigan,22,243839,16.933263887534224,1088412.145284389600000,2050,ssp1,rural
231,Minnesota,23,360809,25.056180553551055,1175750.134080719400000,2050,ssp1,rural
232,Mississippi,24,170685,11.853124999051747,1175335.218955311700000,2050,ssp1,rural
233,Missouri,25,267867,18.601874998511846,1386926.843924891400000,2050,ssp1,rural
234,Montana,26,647405,44.958680551958849,427571.381667498500000,2050,ssp1,rural
235,Nebraska,27,311244,21.614166664937528,519558.206071325690000,2050,ssp1,rural
236,Nevada,28,429680,29.838888886501771,251115.071665110010000,2050,ssp1,rural
237,New_Hampshire,29,38438,2.669305555342010,176902.353810062200000,2050,ssp1,rural
238,New_Jersey,30,29776,2.067777777612355,34724.293773511890000,2050,ssp1,rural
239,New_Mexico,31,444872,30.893888886417368,513930.188043756590000,2050,ssp1,rural
240,New_York,32,198329,13.772847221120390,1091259.728524914500000,2050,ssp1,rural
241,North_Carolina,33,182524,12.675277776763751,931233.629218527120000,2050,ssp1,rural
242,North_Dakota,34,312792,21.721666664928929,253931.446776102500000,2050,ssp1,rural
243,Ohio,35,162922,11.314027776872653,933771.880433567570000,2050,ssp1,rural
244,Oklahoma,36,258456,17.948333331897462,1052319.488810202600000,2050,ssp1,rural
245,Oregon,37,404343,28.079374997753643,603671.023073457650000,2050,ssp1,rural
246,Pennsylvania,38,180295,12.520486110109468,894338.862038899450000,2050,ssp1,rural
247,Puerto_Rico,39,10979,0.762430555494561,1904.254449388943600,2050,ssp1,rural
248,Rhode_Island,40,4368,0.303333333309067,4209.488743784371800,2050,ssp1,rural
249,South_Carolina,41,111907,7.771319443822737,632711.936292636090000,2050,ssp1,rural
250,South_Dakota,42,323617,22.473402775979899,378611.422607704120000,2050,ssp1,rural
251,Tennessee,43,156528,10.869999999130398,1028421.602967698100000,2050,ssp1,rural
252,Texas,44,935887,64.992152772578393,2695357.407793765900000,2050,ssp1,rural
253,Utah,45,323156,22.441388887093574,311449.805356944100000,2050,ssp1,rural
254,Vermont,46,39563,2.747430555335761,265299.459140177410000,2050,ssp1,rural
255,Virginia,47,152101,10.562569443599436,1018657.882106874600000,2050,ssp1,rural
256,Washington,48,299504,20.798888887224972,642147.681975743150000,2050,ssp1,rural
257,West_Virginia,49,93591,6.499374999480049,615959.419872445520000,2050,ssp1,rural
258,Wisconsin,50,235836,16.377499998689796,1260123.980893720900000,2050,ssp1,rural
259,Wyoming,51,402060,27.920833331099658,175759.386971162430000,2050,ssp1,rural
260,Alaska,52,3955614,274.695416644690970,127446.130376661360000,2050,ssp1,rural
261,Alabama,1,185181,12.859791665637880,906671.575643175750000,2060,ssp1,rural
262,Arizona,2,415878,28.880416664356225,632985.716832040340000,2060,ssp1,rural
263,Arkansas,3,195457,13.573402776691902,913476.182987593350000,2060,ssp1,rural
264,California,4,595963,41.386319441133530,1188447.757815247400000,2060,ssp1,rural
265,Colorado,5,403652,28.031388886646372,575247.033981303920000,2060,ssp1,rural
266,Connecticut,6,19993,1.388402777666705,19804.043827341287000,2060,ssp1,rural
267,Delaware,7,7681,0.533402777735105,7301.094290256696700,2060,ssp1,rural
268,DC,8,239,0.016597222220894,0.000000000000000,2060,ssp1,rural
269,Florida,9,191589,13.304791665602281,681294.696833600060000,2060,ssp1,rural
270,Georgia,10,210680,14.630555554385108,985391.009649736570000,2060,ssp1,rural
271,Hawaii,11,20752,1.441111110995822,82647.328128907626000,2060,ssp1,rural
272,Idaho,12,350686,24.353194442496182,384891.940067099640000,2060,ssp1,rural
273,Illinois,13,221664,15.393333332101863,1163767.839563394200000,2060,ssp1,rural
274,Indiana,14,142134,9.870416665877031,742624.391693958080000,2060,ssp1,rural
275,Iowa,15,228140,15.843055554288107,1034347.404568911800000,2060,ssp1,rural
276,Kansas,16,316313,21.966180553798257,699411.480213421510000,2060,ssp1,rural
277,Kentucky,17,153424,10.654444443592086,949217.610373886420000,2060,ssp1,rural
278,Louisiana,18,160534,11.148194443552587,715740.369252612810000,2060,ssp1,rural
279,Maine,19,138106,9.590694443677187,332584.538588219610000,2060,ssp1,rural
280,Maryland,20,38466,2.671249999786300,98700.460057111311000,2060,ssp1,rural
281,Massachusetts,21,32906,2.285138888706077,61730.643321895222000,2060,ssp1,rural
282,Michigan,22,243839,16.933263887534224,862722.998340915770000,2060,ssp1,rural
283,Minnesota,23,360809,25.056180553551055,1097399.165573035400000,2060,ssp1,rural
284,Mississippi,24,170685,11.853124999051747,1082895.393236497400000,2060,ssp1,rural
285,Missouri,25,267867,18.601874998511846,1283607.541372015400000,2060,ssp1,rural
286,Montana,26,647405,44.958680551958849,414838.153165010790000,2060,ssp1,rural
287,Nebraska,27,311244,21.614166664937528,503226.412140958010000,2060,ssp1,rural
288,Nevada,28,429680,29.838888886501771,243192.341603461330000,2060,ssp1,rural
289,New_Hampshire,29,38438,2.669305555342010,137651.704060076390000,2060,ssp1,rural
290,New_Jersey,30,29776,2.067777777612355,24000.264370602767000,2060,ssp1,rural
291,New_Mexico,31,444872,30.893888886417368,483793.618066709140000,2060,ssp1,rural
292,New_York,32,198329,13.772847221120390,834750.698269585030000,2060,ssp1,rural
293,North_Carolina,33,182524,12.675277776763751,672870.326234944750000,2060,ssp1,rural
294,North_Dakota,34,312792,21.721666664928929,244495.739271210620000,2060,ssp1,rural
295,Ohio,35,162922,11.314027776872653,687327.104910555530000,2060,ssp1,rural
296,Oklahoma,36,258456,17.948333331897462,984630.683991202740000,2060,ssp1,rural
297,Oregon,37,404343,28.079374997753643,559269.298383704390000,2060,ssp1,rural
298,Pennsylvania,38,180295,12.520486110109468,668524.132072520210000,2060,ssp1,rural
299,Puerto_Rico,39,10979,0.762430555494561,1381.008523563155900,2060,ssp1,rural
300,Rhode_Island,40,4368,0.303333333309067,2677.684794343280400,2060,ssp1,rural
301,South_Carolina,41,111907,7.771319443822737,496418.385492000090000,2060,ssp1,rural
302,South_Dakota,42,323617,22.473402775979899,368213.907059757160000,2060,ssp1,rural
303,Tennessee,43,156528,10.869999999130398,828751.302812220760000,2060,ssp1,rural
304,Texas,44,935887,64.992152772578393,2426870.654553576400000,2060,ssp1,rural
305,Utah,45,323156,22.441388887093574,290823.480247396160000,2060,ssp1,rural
306,Vermont,46,39563,2.747430555335761,226329.850816557390000,2060,ssp1,rural
307,Virginia,47,152101,10.562569443599436,782103.638885613070000,2060,ssp1,rural
308,Washington,48,299504,20.798888887224972,580899.464419253290000,2060,ssp1,rural
309,West_Virginia,49,93591,6.499374999480049,517393.825541236670000,2060,ssp1,rural
310,Wisconsin,50,235836,16.377499998689796,1105452.325894026100000,2060,ssp1,rural
311,Wyoming,51,402060,27.920833331099658,163092.886893731130000,2060,ssp1,rural
312,Alaska,52,3955614,274.695416644690970,121054.236725979030000,2060,ssp1,rural
313,Alabama,1,185181,12.859791665637880,762170.984472935670000,2070,ssp1,rural
314,Arizona,2,415878,28.880416664356225,601527.687992718070000,2070,ssp1,rural
315,Arkansas,3,195457,13.573402776691902,832163.917039460040000,2070,ssp1,rural
316,California,4,595963,41.386319441133530,1065464.639852641800000,2070,ssp1,rural
317,Colorado,5,403652,28.031388886646372,536793.332356802190000,2070,ssp1,rural
318,Connecticut,6,19993,1.388402777666705,13726.523310537770000,2070,ssp1,rural
319,Delaware,7,7681,0.533402777735105,5335.761898431672300,2070,ssp1,rural
320,DC,8,239,0.016597222220894,0.000000000000000,2070,ssp1,rural
321,Florida,9,191589,13.304791665602281,579964.408815774020000,2070,ssp1,rural
322,Georgia,10,210680,14.630555554385108,789517.695984929800000,2070,ssp1,rural
323,Hawaii,11,20752,1.441111110995822,71126.223121502451000,2070,ssp1,rural
324,Idaho,12,350686,24.353194442496182,363061.336410879860000,2070,ssp1,rural
325,Illinois,13,221664,15.393333332101863,1039738.530973898000000,2070,ssp1,rural
326,Indiana,14,142134,9.870416665877031,536875.750093033420000,2070,ssp1,rural
327,Iowa,15,228140,15.843055554288107,981681.089145767500000,2070,ssp1,rural
328,Kansas,16,316313,21.966180553798257,662801.490523854150000,2070,ssp1,rural
329,Kentucky,17,153424,10.654444443592086,747296.087867253230000,2070,ssp1,rural
330,Louisiana,18,160534,11.148194443552587,620071.770914282420000,2070,ssp1,rural
331,Maine,19,138106,9.590694443677187,282368.099582042310000,2070,ssp1,rural
332,Maryland,20,38466,2.671249999786300,69878.022972964973000,2070,ssp1,rural
333,Massachusetts,21,32906,2.285138888706077,50610.149424885742000,2070,ssp1,rural
334,Michigan,22,243839,16.933263887534224,660734.195217942350000,2070,ssp1,rural
335,Minnesota,23,360809,25.056180553551055,1034412.022876683700000,2070,ssp1,rural
336,Mississippi,24,170685,11.853124999051747,941389.497226739880000,2070,ssp1,rural
337,Missouri,25,267867,18.601874998511846,1152945.338894360200000,2070,ssp1,rural
338,Montana,26,647405,44.958680551958849,401045.556288626690000,2070,ssp1,rural
339,Nebraska,27,311244,21.614166664937528,486636.814578018970000,2070,ssp1,rural
