OBJECTID,STATE_NAME,ZONE_CODE,COUNT,AREA,Population,Year,Scenario,Pop_Type
1374,Michigan,22,243839,16.933263887534224,14992189.988434035000000,2070,ssp1,urban
1375,Minnesota,23,360809,25.056180553551055,6535378.899201978000000,2070,ssp1,urban
1376,Mississippi,24,170685,11.853124999051747,3123693.760406153300000,2070,ssp1,urban
1377,Missouri,25,267867,18.601874998511846,7622650.371178996700000,2070,ssp1,urban
1378,Montana,26,647405,44.958680551958849,854432.596745619320000,2070,ssp1,urban
1379,Nebraska,27,311244,21.614166664937528,2173635.895152469600000,2070,ssp1,urban
1380,Nevada,28,429680,29.838888886501771,3064006.769586185500000,2070,ssp1,urban
1381,New_Hampshire,29,38438,2.669305555342010,1712728.629342413000000,2070,ssp1,urban
1382,New_Jersey,30,29776,2.067777777612355,13937243.245770447000000,2070,ssp1,urban
1383,New_Mexico,31,444872,30.893888886417368,2341943.831394703100000,2070,ssp1,urban
1384,New_York,32,198329,13.772847221120390,30186689.894711375000000,2070,ssp1,urban
1385,North_Carolina,33,182524,12.675277776763751,11711936.928416127000000,2070,ssp1,urban
1386,North_Dakota,34,312792,21.721666664928929,675916.099818585670000,2070,ssp1,urban
1387,Ohio,35,162922,11.314027776872653,17733667.838033557000000,2070,ssp1,urban
1388,Oklahoma,36,258456,17.948333331897462,4380712.592909108800000,2070,ssp1,urban
1389,Oregon,37,404343,28.079374997753643,4911715.429998735000000,2070,ssp1,urban
1390,Pennsylvania,38,180295,12.520486110109468,19073549.698846444000000,2070,ssp1,urban
1391,Puerto_Rico,39,10979,0.762430555494561,2185305.640192210700000,2070,ssp1,urban
1392,Rhode_Island,40,4368,0.303333333309067,1711317.028001165900000,2070,ssp1,urban
1393,South_Carolina,41,111907,7.771319443822737,5745396.408524920200000,2070,ssp1,urban
1394,South_Dakota,42,323617,22.473402775979899,716417.317292681660000,2070,ssp1,urban
1395,Tennessee,43,156528,10.869999999130398,8133845.158242724800000,2070,ssp1,urban
1396,Texas,44,935887,64.992152772578393,31698267.133755505000000,2070,ssp1,urban
1397,Utah,45,323156,22.441388887093574,3313461.612825664700000,2070,ssp1,urban
1398,Vermont,46,39563,2.747430555335761,624640.498397964290000,2070,ssp1,urban
1399,Virginia,47,152101,10.562569443599436,10560408.073870137000000,2070,ssp1,urban
1400,Washington,48,299504,20.798888887224972,8916038.801688926300000,2070,ssp1,urban
1401,West_Virginia,49,93591,6.499374999480049,2105859.094012968200000,2070,ssp1,urban
1402,Wisconsin,50,235836,16.377499998689796,7060252.331364675400000,2070,ssp1,urban
1403,Wyoming,51,402060,27.920833331099658,570973.007280634250000,2070,ssp1,urban
1404,Alaska,52,3955614,274.695416644690970,669344.254297135400000,2070,ssp1,urban
1405,Alabama,1,185181,12.859791665637880,6137063.120828149800000,2080,ssp1,urban
1406,Arizona,2,415878,28.880416664356225,8166388.076823080000000,2080,ssp1,urban
1407,Arkansas,3,195457,13.573402776691902,3179880.893834950900000,2080,ssp1,urban
1408,California,4,595963,41.386319441133530,58465432.722526401000000,2080,ssp1,urban
1409,Colorado,5,403652,28.031388886646372,6726753.713488388800000,2080,ssp1,urban
1410,Connecticut,6,19993,1.388402777666705,5769733.194177575400000,2080,ssp1,urban
1411,Delaware,7,7681,0.533402777735105,1290775.109416041500000,2080,ssp1,urban
1412,DC,8,239,0.016597222220894,1023345.073239445700000,2080,ssp1,urban
1413,Florida,9,191589,13.304791665602281,26217545.384519041000000,2080,ssp1,urban
1414,Georgia,10,210680,14.630555554385108,12577501.265671054000000,2080,ssp1,urban
1415,Hawaii,11,20752,1.441111110995822,1841795.116428302800000,2080,ssp1,urban
1416,Idaho,12,350686,24.353194442496182,1680963.657037220400000,2080,ssp1,urban
1417,Illinois,13,221664,15.393333332101863,20201627.467943791000000,2080,ssp1,urban
1418,Indiana,14,142134,9.870416665877031,9480731.166154591400000,2080,ssp1,urban
1419,Iowa,15,228140,15.843055554288107,3534009.306685013200000,2080,ssp1,urban
1420,Kansas,16,316313,21.966180553798257,3653547.453665627600000,2080,ssp1,urban
1421,Kentucky,17,153424,10.654444443592086,5557041.544991034100000,2080,ssp1,urban
1422,Louisiana,18,160534,11.148194443552587,6527262.258922087000000,2080,ssp1,urban
1423,Maine,19,138106,9.590694443677187,1551948.002957464900000,2080,ssp1,urban
1424,Maryland,20,38466,2.671249999786300,9046552.296225749000000,2080,ssp1,urban
1425,Massachusetts,21,32906,2.285138888706077,10903092.775001623000000,2080,ssp1,urban
1426,Michigan,22,243839,16.933263887534224,15600269.312958110000000,2080,ssp1,urban
1427,Minnesota,23,360809,25.056180553551055,6821008.041209093300000,2080,ssp1,urban
1428,Mississippi,24,170685,11.853124999051747,3377639.357853800100000,2080,ssp1,urban
1429,Missouri,25,267867,18.601874998511846,8024743.612452146600000,2080,ssp1,urban
1430,Montana,26,647405,44.958680551958849,891248.746001938240000,2080,ssp1,urban
1431,Nebraska,27,311244,21.614166664937528,2266052.916198106500000,2080,ssp1,urban
1432,Nevada,28,429680,29.838888886501771,3198744.757607468900000,2080,ssp1,urban
1433,New_Hampshire,29,38438,2.669305555342010,1772455.375441519100000,2080,ssp1,urban
1434,New_Jersey,30,29776,2.067777777612355,14457836.447142169000000,2080,ssp1,urban
1435,New_Mexico,31,444872,30.893888886417368,2454308.838073906500000,2080,ssp1,urban
1436,New_York,32,198329,13.772847221120390,31419774.320300676000000,2080,ssp1,urban
1437,North_Carolina,33,182524,12.675277776763751,12166252.800074004000000,2080,ssp1,urban
1438,North_Dakota,34,312792,21.721666664928929,702688.020980395610000,2080,ssp1,urban
1439,Ohio,35,162922,11.314027776872653,18515613.906737689000000,2080,ssp1,urban
1440,Oklahoma,36,258456,17.948333331897462,4615958.965616759800000,2080,ssp1,urban
1441,Oregon,37,404343,28.079374997753643,5128330.383341157800000,2080,ssp1,urban
1442,Pennsylvania,38,180295,12.520486110109468,19818748.784379311000000,2080,ssp1,urban
1443,Puerto_Rico,39,10979,0.762430555494561,1882928.465298414200000,2080,ssp1,urban
1444,Rhode_Island,40,4368,0.303333333309067,1774183.828439540700000,2080,ssp1,urban
1445,South_Carolina,41,111907,7.771319443822737,6000699.965870546200000,2080,ssp1,urban
1446,South_Dakota,42,323617,22.473402775979899,752937.570255432160000,2080,ssp1,urban
1447,Tennessee,43,156528,10.869999999130398,8516012.355994589600000,2080,ssp1,urban
1448,Texas,44,935887,64.992152772578393,33105995.483691875000000,2080,ssp1,urban
1449,Utah,45,323156,22.441388887093574,3447470.599902771400000,2080,ssp1,urban
1450,Vermont,46,39563,2.747430555335761,664960.802901313990000,2080,ssp1,urban
1451,Virginia,47,152101,10.562569443599436,11026449.193546068000000,2080,ssp1,urban
1452,Washington,48,299504,20.798888887224972,9282335.814295411100000,2080,ssp1,urban
1453,West_Virginia,49,93591,6.499374999480049,2221219.844665126900000,2080,ssp1,urban
1454,Wisconsin,50,235836,16.377499998689796,7385491.712962150600000,2080,ssp1,urban
1455,Wyoming,51,402060,27.920833331099658,598341.396401509530000,2080,ssp1,urban
1456,Alaska,52,3955614,274.695416644690970,695762.557939428140000,2080,ssp1,urban
1457,Alabama,1,185181,12.859791665637880,6259438.955789523200000,2090,ssp1,urban
1458,Arizona,2,415878,28.880416664356225,8355136.179287646000000,2090,ssp1,urban
1459,Arkansas,3,195457,13.573402776691902,3280470.961876369100000,2090,ssp1,urban
1460,California,4,595963,41.386319441133530,59641807.817526817000000,2090,ssp1,urban
1461,Colorado,5,403652,28.031388886646372,6863948.753817350600000,2090,ssp1,urban
1462,Connecticut,6,19993,1.388402777666705,5856384.019252942900000,2090,ssp1,urban
1463,Delaware,7,7681,0.533402777735105,1308104.761162706700000,2090,ssp1,urban
1464,DC,8,239,0.016597222220894,1044022.896529912900000,2090,ssp1,urban
1465,Florida,9,191589,13.304791665602281,26711417.920761567000000,2090,ssp1,urban
1466,Georgia,10,210680,14.630555554385108,12830433.439981438000000,2090,ssp1,urban
1467,Hawaii,11,20752,1.441111110995822,1878649.722303004900000,2090,ssp1,urban
1468,Idaho,12,350686,24.353194442496182,1721307.117987959900000,2090,ssp1,urban
1469,Illinois,13,221664,15.393333332101863,20663038.061324961000000,2090,ssp1,urban
1470,Indiana,14,142134,9.870416665877031,9691207.534694779700000,2090,ssp1,urban
1471,Iowa,15,228140,15.843055554288107,3628642.270134581300000,2090,ssp1,urban
1472,Kansas,16,316313,21.966180553798257,3750738.562162133400000,2090,ssp1,urban
1473,Kentucky,17,153424,10.654444443592086,5759353.757678371900000,2090,ssp1,urban
1474,Louisiana,18,160534,11.148194443552587,6670917.053259882100000,2090,ssp1,urban
1475,Maine,19,138106,9.590694443677187,1585937.522108842200000,2090,ssp1,urban
1476,Maryland,20,38466,2.671249999786300,9201293.881320981300000,2090,ssp1,urban
1477,Massachusetts,21,32906,2.285138888706077,11095580.437006654000000,2090,ssp1,urban
1478,Michigan,22,243839,16.933263887534224,15847791.597989567000000,2090,ssp1,urban
1479,Minnesota,23,360809,25.056180553551055,6978587.869159509400000,2090,ssp1,urban
1480,Mississippi,24,170685,11.853124999051747,3551403.111905865800000,2090,ssp1,urban
1481,Missouri,25,267867,18.601874998511846,8247487.577465702800000,2090,ssp1,urban
1482,Montana,26,647405,44.958680551958849,912318.551264154030000,2090,ssp1,urban
1483,Nebraska,27,311244,21.614166664937528,2315480.742605277800000,2090,ssp1,urban
1484,Nevada,28,429680,29.838888886501771,3276876.472929508400000,2090,ssp1,urban
1485,New_Hampshire,29,38438,2.669305555342010,1804850.314992934900000,2090,ssp1,urban
1486,New_Jersey,30,29776,2.067777777612355,14704161.535612134000000,2090,ssp1,urban
1487,New_Mexico,31,444872,30.893888886417368,2512522.763085512000000,2090,ssp1,urban
1488,New_York,32,198329,13.772847221120390,32029496.778944366000000,2090,ssp1,urban
1489,North_Carolina,33,182524,12.675277776763751,12349223.042573309000000,2090,ssp1,urban
1490,North_Dakota,34,312792,21.721666664928929,718584.490835809960000,2090,ssp1,urban
1491,Ohio,35,162922,11.314027776872653,18853423.508094970000000,2090,ssp1,urban
1492,Oklahoma,36,258456,17.948333331897462,4755973.774579580900000,2090,ssp1,urban
1493,Oregon,37,404343,28.079374997753643,5228596.291019770300000,2090,ssp1,urban
1494,Pennsylvania,38,180295,12.520486110109468,20133650.558693048000000,2090,ssp1,urban
1495,Puerto_Rico,39,10979,0.762430555494561,1599404.097766697400000,2090,ssp1,urban
1496,Rhode_Island,40,4368,0.303333333309067,1802649.686515287500000,2090,ssp1,urban
1497,South_Carolina,41,111907,7.771319443822737,6118054.758558543400000,2090,ssp1,urban
1498,South_Dakota,42,323617,22.473402775979899,774716.112677261470000,2090,ssp1,urban
1499,Tennessee,43,156528,10.869999999130398,8713520.149630568900000,2090,ssp1,urban
1500,Texas,44,935887,64.992152772578393,33849960.380818322000000,2090,ssp1,urban
1501,Utah,45,323156,22.441388887093574,3518292.837328815400000,2090,ssp1,urban
1502,Vermont,46,39563,2.747430555335761,685263.717259044290000,2090,ssp1,urban
1503,Virginia,47,152101,10.562569443599436,11246565.508284062000000,2090,ssp1,urban
1504,Washington,48,299504,20.798888887224972,9461226.866848597300000,2090,ssp1,urban
1505,West_Virginia,49,93591,6.499374999480049,2274660.737401340200000,2090,ssp1,urban
1506,Wisconsin,50,235836,16.377499998689796,7584478.822126261000000,2090,ssp1,urban
1507,Wyoming,51,402060,27.920833331099658,613440.879952528980000,2090,ssp1,urban
1508,Alaska,52,3955614,274.695416644690970,710349.980628239460000,2090,ssp1,urban
1509,Alabama,1,185181,12.859791665637880,6263622.958498048600000,2100,ssp1,urban
1510,Arizona,2,415878,28.880416664356225,8349726.823163171300000,2100,ssp1,urban
1511,Arkansas,3,195457,13.573402776691902,3318264.294758471700000,2100,ssp1,urban
1512,California,4,595963,41.386319441133530,59574612.697661556000000,2100,ssp1,urban
1513,Colorado,5,403652,28.031388886646372,6867125.754368423500000,2100,ssp1,urban
1514,Connecticut,6,19993,1.388402777666705,5824326.188493709100000,2100,ssp1,urban
1515,Delaware,7,7681,0.533402777735105,1298370.304865599600000,2100,ssp1,urban
1516,DC,8,239,0.016597222220894,1042730.445988297500000,2100,ssp1,urban
1517,Florida,9,191589,13.304791665602281,26658552.129007548000000,2100,ssp1,urban
1518,Georgia,10,210680,14.630555554385108,12801487.642570086000000,2100,ssp1,urban
1519,Hawaii,11,20752,1.441111110995822,1872781.389733053700000,2100,ssp1,urban
1520,Idaho,12,350686,24.353194442496182,1723672.029539300600000,2100,ssp1,urban
1521,Illinois,13,221664,15.393333332101863,20678513.661336575000000,2100,ssp1,urban
1522,Indiana,14,142134,9.870416665877031,9666636.916877625500000,2100,ssp1,urban
1523,Iowa,15,228140,15.843055554288107,3654295.467374892400000,2100,ssp1,urban
1524,Kansas,16,316313,21.966180553798257,3758552.621306279700000,2100,ssp1,urban
1525,Kentucky,17,153424,10.654444443592086,5792071.201307331200000,2100,ssp1,urban
1526,Louisiana,18,160534,11.148194443552587,6656785.106130095200000,2100,ssp1,urban
1527,Maine,19,138106,9.590694443677187,1587591.936788289100000,2100,ssp1,urban
1528,Maryland,20,38466,2.671249999786300,9160743.048190672000000,2100,ssp1,urban
1529,Massachusetts,21,32906,2.285138888706077,11070926.818632130000000,2100,ssp1,urban
1530,Michigan,22,243839,16.933263887534224,15774525.770267682000000,2100,ssp1,urban
1531,Minnesota,23,360809,25.056180553551055,7010122.311190419800000,2100,ssp1,urban
1532,Mississippi,24,170685,11.853124999051747,3610642.985568806500000,2100,ssp1,urban
1533,Missouri,25,267867,18.601874998511846,8295122.678194194100000,2100,ssp1,urban
1534,Montana,26,647405,44.958680551958849,918399.517139683130000,2100,ssp1,urban
1535,Nebraska,27,311244,21.614166664937528,2322577.258663575200000,2100,ssp1,urban
1536,Nevada,28,429680,29.838888886501771,3272227.012194576200000,2100,ssp1,urban
1537,New_Hampshire,29,38438,2.669305555342010,1788579.197674924700000,2100,ssp1,urban
1538,New_Jersey,30,29776,2.067777777612355,14655871.351984883000000,2100,ssp1,urban
1539,New_Mexico,31,444872,30.893888886417368,2509844.060453622100000,2100,ssp1,urban
1540,New_York,32,198329,13.772847221120390,31949448.104520366000000,2100,ssp1,urban
1541,North_Carolina,33,182524,12.675277776763751,12236999.495165346000000,2100,ssp1,urban
1542,North_Dakota,34,312792,21.721666664928929,716965.456073945390000,2100,ssp1,urban
1543,Ohio,35,162922,11.314027776872653,18761894.235726871000000,2100,ssp1,urban
1544,Oklahoma,36,258456,17.948333331897462,4790416.595574943300000,2100,ssp1,urban
1545,Oregon,37,404343,28.079374997753643,5233115.073520664100000,2100,ssp1,urban
1546,Pennsylvania,38,180295,12.520486110109468,20004208.664848417000000,2100,ssp1,urban
1547,Puerto_Rico,39,10979,0.762430555494561,1326001.064270943400000,2100,ssp1,urban
1548,Rhode_Island,40,4368,0.303333333309067,1794814.065817255500000,2100,ssp1,urban
1549,South_Carolina,41,111907,7.771319443822737,6104635.051953030800000,2100,ssp1,urban
1550,South_Dakota,42,323617,22.473402775979899,774523.566052644630000,2100,ssp1,urban
1551,Tennessee,43,156528,10.869999999130398,8694236.585381517200000,2100,ssp1,urban
1552,Texas,44,935887,64.992152772578393,33806559.109976500000000,2100,ssp1,urban
1553,Utah,45,323156,22.441388887093574,3514230.386361091400000,2100,ssp1,urban
1554,Vermont,46,39563,2.747430555335761,689141.327239099660000,2100,ssp1,urban
1555,Virginia,47,152101,10.562569443599436,11249548.023861883000000,2100,ssp1,urban
1556,Washington,48,299504,20.798888887224972,9449821.173458609700000,2100,ssp1,urban
1557,West_Virginia,49,93591,6.499374999480049,2307532.319153434600000,2100,ssp1,urban
1558,Wisconsin,50,235836,16.377499998689796,7615695.719980983100000,2100,ssp1,urban
1559,Wyoming,51,402060,27.920833331099658,613121.955262041650000,2100,ssp1,urban
1560,Alaska,52,3955614,274.695416644690970,709378.259020789060000,2100,ssp1,urban
1561,Alabama,1,185181,12.859791665637880,1799057.471254079600000,2010,ssp2,rural
1562,Arizona,2,415878,28.880416664356225,745792.632237388520000,2010,ssp2,rural
1563,Arkansas,3,195457,13.573402776691902,1227960.388350509300000,2010,ssp2,rural
1564,California,4,595963,41.386319441133530,1965085.197986428600000,2010,ssp2,rural
1565,Colorado,5,403652,28.031388886646372,715517.179566522010000,2010,ssp2,rural
1566,Connecticut,6,19993,1.388402777666705,207245.378343161310000,2010,ssp2,rural
1567,Delaware,7,7681,0.533402777735105,111738.402484629040000,2010,ssp2,rural
1568,DC,8,239,0.016597222220894,0.000000000000000,2010,ssp2,rural
1569,Florida,9,191589,13.304791665602281,1489984.298772952100000,2010,ssp2,rural
1570,Georgia,10,210680,14.630555554385108,2172557.545076798600000,2010,ssp2,rural
1571,Hawaii,11,20752,1.441111110995822,140691.401183530110000,2010,ssp2,rural
1572,Idaho,12,350686,24.353194442496182,437117.416978517310000,2010,ssp2,rural
1573,Illinois,13,221664,15.393333332101863,1631791.387869624900000,2010,ssp2,rural
1574,Indiana,14,142134,9.870416665877031,1675753.546806037700000,2010,ssp2,rural
1575,Iowa,15,228140,15.843055554288107,1175879.651074027600000,2010,ssp2,rural
1576,Kansas,16,316313,21.966180553798257,869391.941802474200000,2010,ssp2,rural
1577,Kentucky,17,153424,10.654444443592086,1732385.235066263000000,2010,ssp2,rural
1578,Louisiana,18,160534,11.148194443552587,1194124.639639842600000,2010,ssp2,rural
1579,Maine,19,138106,9.590694443677187,636228.645489229820000,2010,ssp2,rural
1580,Maryland,20,38466,2.671249999786300,475676.816904124340000,2010,ssp2,rural
1581,Massachusetts,21,32906,2.285138888706077,273457.821825649880000,2010,ssp2,rural
1582,Michigan,22,243839,16.933263887534224,2248750.993123915000000,2010,ssp2,rural
1583,Minnesota,23,360809,25.056180553551055,1342818.437957931300000,2010,ssp2,rural
1584,Mississippi,24,170685,11.853124999051747,1385687.135756903800000,2010,ssp2,rural
1585,Missouri,25,267867,18.601874998511846,1638544.167423971500000,2010,ssp2,rural
1586,Montana,26,647405,44.958680551958849,444435.947109629750000,2010,ssp2,rural
1587,Nebraska,27,311244,21.614166664937528,558705.233966599680000,2010,ssp2,rural
1588,Nevada,28,429680,29.838888886501771,278004.098360200990000,2010,ssp2,rural
1589,New_Hampshire,29,38438,2.669305555342010,415155.468684483260000,2010,ssp2,rural
1590,New_Jersey,30,29776,2.067777777612355,266276.934275977310000,2010,ssp2,rural
1591,New_Mexico,31,444872,30.893888886417368,573424.032010185530000,2010,ssp2,rural
1592,New_York,32,198329,13.772847221120390,2096183.959627406700000,2010,ssp2,rural
1593,North_Carolina,33,182524,12.675277776763751,2578103.321138626400000,2010,ssp2,rural
1594,North_Dakota,34,312792,21.721666664928929,280376.932813289980000,2010,ssp2,rural
1595,Ohio,35,162922,11.314027776872653,2208461.945905167600000,2010,ssp2,rural
1596,Oklahoma,36,258456,17.948333331897462,1252198.217263628300000,2010,ssp2,rural
1597,Oregon,37,404343,28.079374997753643,758775.492255568970000,2010,ssp2,rural
1598,Pennsylvania,38,180295,12.520486110109468,2283171.797808266200000,2010,ssp2,rural
1599,Puerto_Rico,39,10979,0.762430555494561,42359.682632707059000,2010,ssp2,rural
1600,Rhode_Island,40,4368,0.303333333309067,55260.955596897868000,2010,ssp2,rural
1601,South_Carolina,41,111907,7.771319443822737,1282055.048878992400000,2010,ssp2,rural
1602,South_Dakota,42,323617,22.473402775979899,399470.709438935040000,2010,ssp2,rural
1603,Tennessee,43,156528,10.869999999130398,1807959.082975291900000,2010,ssp2,rural
1604,Texas,44,935887,64.992152772578393,3620144.331837934900000,2010,ssp2,rural
1605,Utah,45,323156,22.441388887093574,352380.959936224620000,2010,ssp2,rural
1606,Vermont,46,39563,2.747430555335761,386533.805737107990000,2010,ssp2,rural
1607,Virginia,47,152101,10.562569443599436,1741490.629624292700000,2010,ssp2,rural
1608,Washington,48,299504,20.798888887224972,904036.673491383790000,2010,ssp2,rural
1609,West_Virginia,49,93591,6.499374999480049,959378.227995985890000,2010,ssp2,rural
1610,Wisconsin,50,235836,16.377499998689796,1656954.286163581800000,2010,ssp2,rural
1611,Wyoming,51,402060,27.920833331099658,189250.735637763280000,2010,ssp2,rural
1612,Alaska,52,3955614,274.695416644690970,151067.307192238280000,2010,ssp2,rural
1613,Alabama,1,185181,12.859791665637880,1666742.058227624700000,2020,ssp2,rural
1614,Arizona,2,415878,28.880416664356225,732066.148330824570000,2020,ssp2,rural
1615,Arkansas,3,195457,13.573402776691902,1186669.323245009200000,2020,ssp2,rural
1616,California,4,595963,41.386319441133530,1768142.168106000400000,2020,ssp2,rural
1617,Colorado,5,403652,28.031388886646372,708100.586129270490000,2020,ssp2,rural
1618,Connecticut,6,19993,1.388402777666705,110847.853377730350000,2020,ssp2,rural
1619,Delaware,7,7681,0.533402777735105,66910.135189526627000,2020,ssp2,rural
1620,DC,8,239,0.016597222220894,0.000000000000000,2020,ssp2,rural
1621,Florida,9,191589,13.304791665602281,1332013.283107663300000,2020,ssp2,rural
1622,Georgia,10,210680,14.630555554385108,1915467.857402777300000,2020,ssp2,rural
1623,Hawaii,11,20752,1.441111110995822,126877.390704949550000,2020,ssp2,rural
1624,Idaho,12,350686,24.353194442496182,433770.518408328410000,2020,ssp2,rural
1625,Illinois,13,221664,15.393333332101863,1573389.131949427800000,2020,ssp2,rural
1626,Indiana,14,142134,9.870416665877031,1561886.725265746200000,2020,ssp2,rural
1627,Iowa,15,228140,15.843055554288107,1167889.314584090800000,2020,ssp2,rural
1628,Kansas,16,316313,21.966180553798257,854447.103638986470000,2020,ssp2,rural
1629,Kentucky,17,153424,10.654444443592086,1688738.519435792000000,2020,ssp2,rural
1630,Louisiana,18,160534,11.148194443552587,1136929.331886871300000,2020,ssp2,rural
1631,Maine,19,138106,9.590694443677187,599952.897462452300000,2020,ssp2,rural
1632,Maryland,20,38466,2.671249999786300,329403.534585620740000,2020,ssp2,rural
1633,Massachusetts,21,32906,2.285138888706077,163378.120141411170000,2020,ssp2,rural
1634,Michigan,22,243839,16.933263887534224,1966544.135294391800000,2020,ssp2,rural
1635,Minnesota,23,360809,25.056180553551055,1298655.655916603300000,2020,ssp2,rural
1636,Mississippi,24,170685,11.853124999051747,1368864.616766457200000,2020,ssp2,rural
1637,Missouri,25,267867,18.601874998511846,1612380.494358050400000,2020,ssp2,rural
1638,Montana,26,647405,44.958680551958849,445296.862105525970000,2020,ssp2,rural
1639,Nebraska,27,311244,21.614166664937528,554115.794016778000000,2020,ssp2,rural
1640,Nevada,28,429680,29.838888886501771,273613.707877437820000,2020,ssp2,rural
1641,New_Hampshire,29,38438,2.669305555342010,344366.070237478120000,2020,ssp2,rural
1642,New_Jersey,30,29776,2.067777777612355,136030.916782597840000,2020,ssp2,rural
1643,New_Mexico,31,444872,30.893888886417368,555821.402325865580000,2020,ssp2,rural
1644,New_York,32,198329,13.772847221120390,1844656.129558971200000,2020,ssp2,rural
1645,North_Carolina,33,182524,12.675277776763751,2061717.375631161500000,2020,ssp2,rural
1646,North_Dakota,34,312792,21.721666664928929,270434.350409828820000,2020,ssp2,rural
1647,Ohio,35,162922,11.314027776872653,1862403.399526455400000,2020,ssp2,rural
1648,Oklahoma,36,258456,17.948333331897462,1220289.179180944100000,2020,ssp2,rural
1649,Oregon,37,404343,28.079374997753643,736850.988608840150000,2020,ssp2,rural
1650,Pennsylvania,38,180295,12.520486110109468,1798193.637147507600000,2020,ssp2,rural
1651,Puerto_Rico,39,10979,0.762430555494561,6752.432860716246100,2020,ssp2,rural
1652,Rhode_Island,40,4368,0.303333333309067,26317.730492406292000,2020,ssp2,rural
1653,South_Carolina,41,111907,7.771319443822737,1130633.908761544200000,2020,ssp2,rural
1654,South_Dakota,42,323617,22.473402775979899,399999.337426986430000,2020,ssp2,rural
1655,Tennessee,43,156528,10.869999999130398,1637979.548598955400000,2020,ssp2,rural
1656,Texas,44,935887,64.992152772578393,3397458.440608246700000,2020,ssp2,rural
1657,Utah,45,323156,22.441388887093574,334977.409841397310000,2020,ssp2,rural
1658,Vermont,46,39563,2.747430555335761,366594.152861471990000,2020,ssp2,rural
1659,Virginia,47,152101,10.562569443599436,1623192.611839990600000,2020,ssp2,rural
1660,Washington,48,299504,20.798888887224972,809632.618279245910000,2020,ssp2,rural
1661,West_Virginia,49,93591,6.499374999480049,894293.136515363700000,2020,ssp2,rural
1662,Wisconsin,50,235836,16.377499998689796,1553431.790167124000000,2020,ssp2,rural
1663,Wyoming,51,402060,27.920833331099658,187319.784528451830000,2020,ssp2,rural
1664,Alaska,52,3955614,274.695416644690970,147767.925773762540000,2020,ssp2,rural
1665,Alabama,1,185181,12.859791665637880,1468927.721266970000000,2030,ssp2,rural
1666,Arizona,2,415878,28.880416664356225,705718.329442485120000,2030,ssp2,rural
1667,Arkansas,3,195457,13.573402776691902,1122938.004675902200000,2030,ssp2,rural
1668,California,4,595963,41.386319441133530,1583891.295834606700000,2030,ssp2,rural
1669,Colorado,5,403652,28.031388886646372,682676.909405597720000,2030,ssp2,rural
1670,Connecticut,6,19993,1.388402777666705,60494.177401454188000,2030,ssp2,rural
1671,Delaware,7,7681,0.533402777735105,45443.385278480382000,2030,ssp2,rural
1672,DC,8,239,0.016597222220894,0.000000000000000,2030,ssp2,rural
1673,Florida,9,191589,13.304791665602281,1139104.064064028400000,2030,ssp2,rural
1674,Georgia,10,210680,14.630555554385108,1659158.499968623500000,2030,ssp2,rural
1675,Hawaii,11,20752,1.441111110995822,111906.921993469890000,2030,ssp2,rural
1676,Idaho,12,350686,24.353194442496182,430362.830126254060000,2030,ssp2,rural
1677,Illinois,13,221664,15.393333332101863,1472300.448759914400000,2030,ssp2,rural
1678,Indiana,14,142134,9.870416665877031,1421597.304408980300000,2030,ssp2,rural
1679,Iowa,15,228140,15.843055554288107,1152888.263737712100000,2030,ssp2,rural
1680,Kansas,16,316313,21.966180553798257,819771.283114422690000,2030,ssp2,rural
1681,Kentucky,17,153424,10.654444443592086,1528046.595010626600000,2030,ssp2,rural
1682,Louisiana,18,160534,11.148194443552587,1037163.498483808900000,2030,ssp2,rural
1683,Maine,19,138106,9.590694443677187,534120.683673853640000,2030,ssp2,rural
1684,Maryland,20,38466,2.671249999786300,247510.208563301510000,2030,ssp2,rural
1685,Massachusetts,21,32906,2.285138888706077,121170.404029992120000,2030,ssp2,rural
1686,Michigan,22,243839,16.933263887534224,1693227.583302697400000,2030,ssp2,rural
1687,Minnesota,23,360809,25.056180553551055,1252087.879468671700000,2030,ssp2,rural
1688,Mississippi,24,170685,11.853124999051747,1308136.685451933400000,2030,ssp2,rural
1689,Missouri,25,267867,18.601874998511846,1538971.111863140200000,2030,ssp2,rural
1690,Montana,26,647405,44.958680551958849,444180.086870807280000,2030,ssp2,rural
1691,Nebraska,27,311244,21.614166664937528,539356.874560844740000,2030,ssp2,rural
1692,Nevada,28,429680,29.838888886501771,268002.091473511190000,2030,ssp2,rural
1693,New_Hampshire,29,38438,2.669305555342010,278916.509130480760000,2030,ssp2,rural
1694,New_Jersey,30,29776,2.067777777612355,71579.100791593912000,2030,ssp2,rural
1695,New_Mexico,31,444872,30.893888886417368,542056.199569880730000,2030,ssp2,rural
1696,New_York,32,198329,13.772847221120390,1609357.911784248200000,2030,ssp2,rural
1697,North_Carolina,33,182524,12.675277776763751,1622387.631940606500000,2030,ssp2,rural
1698,North_Dakota,34,312792,21.721666664928929,263126.486947170280000,2030,ssp2,rural
1699,Ohio,35,162922,11.314027776872653,1542821.905923005000000,2030,ssp2,rural
1700,Oklahoma,36,258456,17.948333331897462,1169165.727065042600000,2030,ssp2,rural
1701,Oregon,37,404343,28.079374997753643,688869.260861705060000,2030,ssp2,rural
1702,Pennsylvania,38,180295,12.520486110109468,1416311.204002717300000,2030,ssp2,rural
